text,label
adolescents social emotional or mental well being may be impacted by pandemic. learn what you can do to help ensure their well being. ,1
checklists for back to school planning. ,1
cdc public health news press releases government public health news medical and disease news story ideas photos .. ,1
guidance and tools to help people make decisions protect and communicate with their communities .. ,1
find information on managing pediatric patients with confirmed or suspected covid-19 .. ,1
monitor and evaluate wearing masks as community mitigation strategy for covid-19 with cdcs action guide .. ,1
these graphics will help health departments develop their communications with communities about covid-19 contact tracing .. ,1
risk of covid-19 hospitalization and death by race ethnicity. ,1
risk of covid-19 hospitalization and death by age group. ,1
operational considerations to assist tb programs health service managers and healthcare personnel in maintaining continuity of essential tb services in low resource non us settings during covid-19 pandemic. ,1
this guidance addresses general safety concerns for laboratory personnel during covid-19 pandemic. it includes recommendations for risk assessments health and safety plans social distancing face coverings disinfection and personal hygiene. ,1
learn covid-19 operational considerations to implement immunization services in non us countries with low or middle incomes .. ,1
this report describes seroprevalence of sars cov-2 infection in oregon .. ,1
this report describes mental health challenges faced by communities during covid-19 pandemic .. ,1
this report describes health department efforts to target facility wide testing for sars cov-2 within nursing homes .. ,1
this report describes prevalence of covid-19 among residents receiving dialysis in maryland nursing home .. ,1
add article description here .. ,1
add article description here .. ,1
this report describes 15 cases of methanol poisoning associated with swallowing alcohol based hand sanitizers that were reported in arizona and new mexico in may through june .. ,1
healthcare providers can follow these recommendations to provide high quality client centered family planning services during covid-19 pandemic .. ,1
this factsheet provides information for gum and fitness center employees to prevent spread of covid-19 .. ,1
this factsheet helps gym and fitness center employers prevent spread of covid-19 .. ,1
cdc covid-19 guidance for refugee resettlement service providers who interact with refugee clients in variety of group settings .. ,1
hiring for in home services and repairs during covid-19. ,1
links to cdc communication tools and materials .. ,1
healthcare provider and facility guidance for non us settings .. ,1
guidance for in home social service providers and clients during covid-19 pandemic to protect themselves .. ,1
infection prevention and control information for non us healthcare settings and non us national government officials working on covid-19 response .. ,1
this is guidance for veterinarians and veterinary staff providing care to companion animals .. ,1
this is guidance for state public health veterinarians and state animal health officials to help guide decisions on testing animals for sars cov-2 .. ,1
people who have recovered from covid-19 have antibodies in their blood that may help treat people who have recently contracted virus. but this treatment needs eligible americans to help by donating their plasma. ,1
provides strategies for k-12 school administrators to encourage students to wear cloth face coverings and maintain positive learning environment .. ,1
cdc public health news press releases government public health news medical and disease news story ideas photos .. ,1
silvina masciotra normally works in one of laboratory buildings at cdc headquarters in atlanta. but lately this expert on hiv testing has been shuttling back and forth to washington to help states keep their covid-19 testing programs running. silvina has been part of cdc testing and diagnostics workgroup assigned to work with white house coronavirus task force since june. ,1
guidance and tools to help homeless service providers make decisions and protect and communicate with staff and with people who are experiencing homelessness during covid-19. ,1
cdc is conducting disease surveillance and field investigations to better understand why some people are more likely to develop severe covid-19 illness .. ,1
because many people who are homeless are older adults or have underlying medical conditions they may also be at higher risk for severe illness from covid-19 .. ,1
find guidance for occupational health programs and public health officials making decisions about return to work for healthcare personnel with confirmed or suspected covid-19 .. ,1
covid-19 guidance stay safe while playing youth sports .. ,1
this factsheet provides information to help transit station workers to prevent exposure to covid-19 at their workplace .. ,1
this factsheet provides information to help transit maintenance workers to prevent exposure to covid-19 at their workplace .. ,1
cdc 's considerations for wearing masks .. ,1
covid-19 mathematical modeling landing page will link together documents posted by modeling task force including mortality forecasts hospitalization forecasts pandemic planning scenarios and covid-19 surge tool. modeling documents are in different places on cdc web site so having modeling landing page will make it easier for readers to find them. ,1
this report describes characteristics of workers with confirmed sars cov-2 at meat processing facility in nebraska .. ,1
this report describes outbreak of covid-19 among employees at meat processing facility in south dakota .. ,1
this report describes use of alcohol along with other substances among pregnant females aged 1244 years .. ,1
this report describes use of automated symptom monitoring in maine to promptly identify covid-19 diagnoses among contacts .. ,1
this report describes sars cov-2 spread and infection among attendees of overnight camp in georgia resulting in high attack rates among persons in all age groups .. ,1
this factsheet provides information to help rail transit operators to prevent exposure to covid-19 at their workplace .. ,1
covid-19 related information for environmental health practitioners from cdc and other trusted sources .. ,1
people experiencing homelessness and those who can them can take steps to prevent getting sick and stay healthy during covid-19 pandemic .. ,1
this factsheet provides information to help bus transit employees prevent exposure to covid-19 while working .. ,1
goals of cdcs global response to covid-19 are to limit human to human transmission minimize impact of covid-19 in vulnerable countries with limited preparedness capacity and reduce specific threats that pose current and future risk to united states .. ,1
cdc has developed new laboratory test kit for use in testing patient specimens for severe acute respiratory syndrome coronavirus 2 sars cov-2 .. ,1
guidance intended to support response planning by homeless service providers including overnight emergency shelters day shelters and meal service providers .. ,1
suggestions for how and what to communicate to your non healthcare critical infrastructure employees about covid-19 .. ,1
toolkit to help keep k-12 school students and teachers safe during covid-19 outbreak .. ,1
key resources for health departments on how to get and keep america open .. ,1
its hard enough to fight covid-19 when its spreading throughout community. its more complicated when it reaches into institution like jail where measures like social distancing are tougher to institute. ,1
this guidance is for emergency planners who may need to consider local conditions statutory authorities resources agreements and other critical factors to plan for disaster sheltering of household pets service animals and support animals during pandemic .. ,1
learn about distinctive challenges facing rural communities during covid-19 pandemic and how rural communities can respond .. ,1
simple screening tool that can be used to identify people with symptoms that indicate they might have respiratory infection .. ,1
covid-19 guidance tools resources and communication products to help tribes their members and their leadership make informed decisions and protect themselves and their communities during covid-19 pandemic .. ,1
tools and resources for occupational safety and health professionals and state and local public health officials assessing manufacturing facilities. ,1
use this checklist to assess meat and poultry processing facility workers during covid-19 .. ,1
cdc has developed interim guidance for how healthcare providers laboratories and public health staff should use antibody tests for covid-19. these tests look for presence of antibodies which are specific proteins made in response to infections. ,1
provide guidance to homeless youth so they can protect themselves and others from covid-19 .. ,1
ongoing mitigation guidance mitigation guidance and prevention and support for tribal communities .. ,1
cdc public health news press releases government public health news medical and disease news story ideas photos .. ,1
see considerations and recommendations for health departments supporting covid-19 sars cov-2 testing in communities schools workplaces and healthcare settings .. ,1
find tools you need to successfully communicate with your audiences. covid-19 one stop shop toolkits videos social media psas print resources checklists faqs and web resources. ,1
cdcs approach to evaluating community mitigation strategies and provides overarching considerations .. ,1
learn about managing investigations during covid-19 outbreak in congregate settings correctional facilities workplaces healthcare settings schools and homeless shelters .. ,1
cdc public health news press releases government public health news medical and disease news story ideas photos .. ,1
this report describes public health efforts to mitigate covid-19 transmission during election in milwaukee wisconsin .. ,1
this report describes rebound in number of routine childhood vaccines being administered in new york city after concerning decline during covid-19 pandemic .. ,1
this report describes number of deaths and potential years of life lost because of excessive alcohol use in united states .. ,1
this report describes symptom duration and risk factors for delayed return to usual health among adults who had positive outpatient test result for sars cov-2 infection .. ,1
recommendations guidance and other tools for state public health veterinarians and animal health officials to help slow spread of covid-19 .. ,1
this guidance outlines key considerations for states and healthcare systems to consider strategies for transferring patients staff and supplies between health facilities to optimize patient care balance resources and minimize use of crisis care standards. one option is identification of relief healthcare facilities and establishing or coordinating with existing federal state or regional medical operation coordination cells mocc. implementation of elements highlighted in this guidance can be found in federal mocc toolkit reference throughout. ,1
guidance for visitors of parks and recreational facilities .. ,1
when cdc needed quick answers about how covid-19 spreads within households dr. hannah kirking knew she could count on her family her epidemic intelligence service family that is. ,1
infection prevention and control information for non us healthcare settings and non us national government officials working on covid-19 response .. ,1
actions that persons and communities can take to help slow transmission of virus in communities .. ,1
find links to tools on how to prepare for and respond to covid-19 .. ,1
plain language cleaning and disinfection guidance for community settings ). ,1
this document is provided by cdc and is intended for use in non us healthcare settings. this document provides guidance on identification or screening of healthcare workers and inpatients with suspected covid-19. ,1
although risk of serious illness from covid-19 for people with hiv is not known people with hiv may have concerns and questions related to their risk .. ,1
it is crucial that needs of mothers newborns and children are kept in mind when developing mitigation strategies for maintaining essential services delivery in low resource countries including considering providing services by telehealth where feasible during covid-19 .. ,1
spheres is new national genomics consortium to coordinate sars cov-2 covid-19 sequencing across united states. spheres brings together partners from 85 institutions to share genomic data developed using consistent methods and standards. data generated will be used to map transmission and will serve to highlight changes in virus. spheres data will also advance research for drug and vaccine development and will inform public health strategies now and for years to come. ,1
this document presents considerations from cdc 's perspective for implementing shielding approach in humanitarian settings as outlined in guidance documents focused on camps displaced populations and low resource settings. considerations are based on current evidence known about transmission and severity of coronavirus disease 2019 covid-19 and may need to be revised as more information becomes available. ,1
this guidance is for individuals and families as they work with funeral directors community and religious leaders and others to plan and safely hold funeral services and visitations during covid-19 pandemic .. ,1
cdc public health news press releases government public health news medical and disease news story ideas photos .. ,1
learn what public health inspectors need to know during covid-19 .. ,1
systemic health and social inequities have put people from racial and ethnic minority groups at increased risk from covid-19. take steps to reduce health disparities. ,1
systemic health and social inequities have put people from racial and ethnic minority groups at increased risk from covid-19. take steps to reduce health disparities. ,1
take steps to reduce health and social inequities that put people from racial and ethnic minority groups at increased risk from covid-19 .. ,1
guidance and tools to help people with disabilities and those who care for them make decisions and protect their health .. ,1
this section describes workforce needed to quickly scale up covid-19 case investigation and contact tracing activities including specific job roles .. ,1
guidance for where you live work learn pray and play including community mitigation frameworks .. ,1
this report describes importance of continuing to provide resources for tuberculosis testing during covid-19 pandemic .. ,1
this report describes u.s. county level prevalence estimates of select underlying medical conditions that are associated with higher risk for severe illness from covid-19. ,1
this report describes use of serologic tests to detect presence of sars cov-2 antibodies in two counties in georgia .. ,1
this report describes random sample testing of persons aged 12 years in indiana to assess prevalence of active covid-19 infection and sars cov-2 antibodies .. ,1
provides tool to help parents caregivers and guardians weigh risks and benefits of in person and virtual learning to decide how to send children back to school .. ,1
find answers to frequently asked questions from medicolegal death investigators regarding covid-19 .. ,1
this information is intended for child care programs that remain open and should be used in conjunction with cdcs guidance for administrators of child care programs and k-12 schools. this guidance does not supersede state and local laws and policies for child care programs. ,1
cdc public health news press releases government public health news medical and disease news story ideas photos .. ,1
testing is one of biggest tools in fighting covid-19 and that s kept cdc laboratory leadership service lls fellow jesica jacobs hopping .. ,1
guidance for cleaning and disinfecting public space facility or business to prevent spread of covid-19 .. ,1
covid-19 guidance and tools to help retirement communities make decisions protect their residents and staff and communicate with their communities .. ,1
covid-19 guidance and tools to help tribal organizations make decisions communicate with their members and protect their families and communities .. ,1
ways to safely seek care when you are sick in non us settings. ,1
how telehealth services can be used to provide necessary care to patients while minimizing transmission risk of sars cov-2 virus that causes covid-19 to healthcare workers and patients .. ,1
covid-19 guidance and tools to help daycare preschool and summer camp administrators make decisions protect their students and staff and communicate with their communities .. ,1
cdc is working with state local territorial academic and commercial partners to better understand covid-19 in united states. serology tests look for antibodies in blood. if antibodies are found that means there has been previous infection. antibodies are proteins that can fight off infections. ,1
effects of covid-19 raises questions beyond numbers of cases and deaths. household pulse survey is helping to answer these questions by innovating and capturing data in new ways. ,1
do you know when your nonhospitalized covid-19 patients are safe to end home isolation. find out here. ,1
this webpage shares steps taken by health departments to conduct contact tracing for both individuals who have been diagnosed with and exposed to covid-19 .. ,1
videos social media psas print resources checklists faqs and web resources to help colleges and universities protect students faculty and staff .. ,1
videos social media psas print resources checklists faqs and web resources to help workers protect themselves and each other from covid-19 .. ,1
covid-19 guidance and tools to help park administrators make decisions protect and communicate with their communities .. ,1
covid-19 guidance and tools to help community and faith based organizations make decisions protect their employees volunteers and members and communicate with their communities .. ,1
covid-19 guidance and tools to help businesses make decisions protect their staff and communicate with their communities .. ,1
healthcare facilities learn how to best mitigate staff shortages that may occur during covid-19 .. ,1
cdc public health news press releases government public health news medical and disease news story ideas photos .. ,1
cdc public health news press releases government public health news medical and disease news story ideas photos .. ,1
this report describes how nyc department of health and mental hygiene conducted sentinel surveillance of influenza like symptoms and genetic sequencing to characterize community transmission and determine geographic origin of sars cov-2 infections .. ,1
this report describes use of covid-19 symptom profiles to inform clinical case definitions and guidance .. ,1
this report describes rates of cloth face covering use among u.s. adults in april and may 2020. ,1
this report describes absence of sars cov-2 transmission at hair salon when stylists and their clients adhered to communitys and companys face covering policy .. ,1
this report describes race ethnicity underlying conditions and age group of persons from 16 public health jurisdictions who died with coronavirus disease 2019 .. ,1
find links to resources on how to optimize personal protective equipment during covid-19 .. ,1
this summary table provides quick reference guide for healthcare facilities to understand strategies for optimizing supplies of ppe when supplies are limited .. ,1
guidance and tools to help older adults and other people at higher risk protect themselves and their families. these resources can also help people who work with populations at higher risk make decisions protect themselves and others and communicate with their communities. ,1
for general public wear gloves when cleaning if cleaning product says to wear gloves or if you are providing care to someone who is sick at home or in another non healthcare setting .. ,1
if essential malaria interventions are significantly disrupted due to covid-19 challenges numbers of malaria cases will significantly increase and death rates could double. ,1
but handful of staff remain in agencys emergency operations center from day to dayincluding dr. cdc 's response to covid-19. ,1
use this guidance to prevent infection among patients suspected to have covid-19 in healthcare settings .. ,1
limiting face to face contact with others is best way to reduce spread of coronavirus disease 2019 covid-19 .. ,1
find guidance for all first responders who anticipate close contact with persons with confirmed or possible covid-19 in course of their work .. ,1
cdc public health news press releases government public health news medical and disease news story ideas photos .. ,1
cdc has provided buttons and badges for public use. graphic can be placed in any way that works best for your particular site. we are hoping to see this graphic on as many sites as possible to enhance access to up to date information on coronavirus disease 2019 covid-19. ,1
cdc reports covid-19 case counts deaths and laboratory testing numbers daily online. data on covid-19 website and cdcs covid data tracker are based on most recent numbers reported by states territories and other jurisdictions. data are dependent on jurisdictions timely and accurate reporting. ,1
precautions should be considered by tribal community members who may need to regularly share personal vehicles with members outside of their own households including with those who are visibly sick to minimize risk of spreading covid-19 when sharing non emergency vehicle transportation .. ,1
answers to frequently asked questions concerning planning and preparedness as it related to covid-19 and events .. ,1
find guidance and tools about coronavirus disease covid-19 for specific healthcare facilities .. ,1
provides guidance on how and when to wash your hands to prevent covid-19 .. ,1
considerations and recommendations for health departments supporting covid-19 sars cov-2 testing in communities schools workplaces and healthcare settings .. ,1
cdc is learning more about how people in special populations like healthcare workers and first responders have been infected with sars cov-2 virus that causes covid-19. this information is being collected through seroprevalence surveys which use serological blood tests to find out if people in population or community have antibodies to infections in this case sars cov-2. ,1
guidance and tools to help youth sports administrators and coaches make decisions protect their players and staff and communicate with their communities .. ,1
covid-19 guidance and tools to help owners administrators or operators of shared housing facilities make decisions protect and communicate with residents staff and public health officials .. ,1
guidance and tools to help domestic travelers make decisions and protect themselves and others from getting sick .. ,1
this guidance provides recommendations on cleaning and disinfection of households where persons under investigation pui or those with confirmed covid-19 reside or may be in self- isolation. it is aimed at limiting survival of virus in environments. these recommendations will be updated if additional information becomes available. ,1
this report describes covid-19 patients treated during marchmay 2020 at urban safety net hospital serving predominantly low income racial ethnic minority populations .. ,1
this report describes findings from may 2020 survey of practices participating in vaccines for children program offering immunization services to pediatric patients .. ,1
this report describes risks and concerns surrounding occupational transmission of sars cov-2 .. ,1
this report describes covid-19 outbreaks in meat and poultry processing facilities reported among 23 states with 87 occurring among racial or ethnic minorities .. ,1
this report describes initial and repeated point prevalence surveys used to detect covid-19 cases across 26 skilled nursing facilities in detroit .. ,1
in face of infectious disease outbreak without vaccine or known treatment communicating prevention messages is critical to slowing spread of pandemic .. ,1
recommendations to help tribal communities elders and leaders decide how best to keep their communities safe and work to prevent spread of covid-19 when holding tribal ceremonies such as sweat lodge gatherings seasonal ceremonies pow wows and rodeos .. ,1
seroprevalence survey uses antibody tests to estimate percentage of people in population who have antibodies against sars cov-2. this page includes graphic explaining how seroprevlance surveys use antibody test to measure percent of population likely have past infections with sars cov-2 virus that causes covid-19. ,1
learn about coronavirus disease 2019 covid-19 including symptoms complications transmission prevention treatment and summary updates of outbreak .. ,1
cdc is conducting nationwide covid-19 seroprevalence survey in 25 u.s. metropolitan areas to understand percentage of people in united states who may have been infected with sars cov-2 virus that causes covid-19. ,1
find cdc 's recommendations for providing dialysis to confirmed or suspected covid-19 patients in acute care settings .. ,1
reported coronavirus disease covid-19 cases likely represent only fraction of all sars cov-2 virus that causes covid-19 infections. cdc is using information from covid-19 seroprevalence surveys to learn more about past sars cov-2 infections often not accounted for in reported cases. seroprevalence surveys are investigations that involve use of serology test also known as antibody tests)to better understand how many sars cov-2 infections have occurred at different points in time in different locations and in different populations in united states. ,1
provides messages and graphics to help ensure current correct messaging from trusted source create collateral materials and share resources regarding covid-19 .. ,1
provides messages and graphics to help ensure current correct messaging from trusted source create collateral materials and share resources regarding covid-19 .. ,1
read more about how cdc 's people data and research have been put into action against covid-19 .. ,1
provides messages and graphics to help ensure current correct messaging from trusted source create collateral materials and share resources regarding covid-19 .. ,1
what funeral home workers need to know about handling decedents who had covid-19 .. ,1
fair and agricultural show organizers should consider potential for covid-19 to spread from person to person person to animal and possibly from animal to animal. risk of animal to person spread is considered low. ,1
information on how to make masks to help slow spread of covid-19 including how to sew your own and tips on care .. ,1
this report describes psychiatric facilitys response to prevent sars cov-2 transmission after admitting two patients with covid-19 .. ,1
this report describes exposures to sars cov-2 of persons in colorado before implementation of stay at home orders .. ,1
this report describes survey findings of adult inpatients and outpatients who tested positive for sars cov-2 infection .. ,1
this report describes findings of testing among quarantined contacts of patients with coronavirus disease 2019 in louisiana correctional and detention facility .. ,1
this report describes transmission of sars cov-2 during and after college spring break trip and measures which helped control outbreak .. ,1
view videos and psas from cdc about covid-19 .. ,1
when pandemic hit cdcs national health and nutrition examination survey turned its fleet of mobile examination centers into rolling centers for much needed covid-19 testing .. ,1
view videos and psas from cdc about covid-19 .. ,1
this page lists several actions you can take to reduce your risk of getting or spreading virus when you go to public swim areas such as beaches pools water playgrounds and hot tubs .. ,1
cdc and other agencies and institutions around world are conducting thousands of epidemiological studies to learn more about covid-19 and virus that causes it. these studies help us understand more about covid-19 virus that causes it how it spreads and people at highest risk. ,1
information on how cdc is monitoring and tracking covid-19 including defining cases collecting information about cases reporting cases tracing contacts and characterizing impact of disease .. ,1
epidemiologists did field investigations to find out how new virus started. they conducted surveys in community and in health facilities and collected nose and throat specimens for lab analyses. these investigations showed them who was infected when they became sick and where they had been just before they got sick. ,1
epidemiologists did field investigations to find out how new virus started. they conducted surveys in community and in health facilities and collected nose and throat specimens for lab analyses. these investigations showed them who was infected when they became sick and where they had been just before they got sick. ,1
when new infectious disease is discovered scientists called epidemiologists work with other scientists to find who has it why they have it and what cdc can do about it. from beginning of covid-19 outbreak scientists at cdc and around world have been working to identify source monitor and track disease study disease and develop guidance for actions to slow spread of disease and lessen its impact. ,1
outbreak of coronavirus disease 2019 covid-19 may be stressful. teens and young adults may be feeling worried bored or frustrated. covid-19 is frightening but there are ways to manage your stress. ,1
when parents and caregivers deal with covid-19 calmly and confidently they can provide best support for their children .. ,1
outbreak of coronavirus disease 2019 covid-19 may be stressful. coping with stress will make you people you care about and your community stronger. ,1
starting wednesday july 22 texas democratic party and mj hegar campaign will embark on our virtual victory 2020 tour featuring texas .... ,1
joe biden presumptive 2020 democratic presidential nominee delivered remarks in wilmington delaware on covid-19 and reopening nation 's economy. in addition to criticizing president trump 's response to spread of coronavirus that causes covid-19 mr. biden announced release of updated five point plan aimed at safely reopening businesses while preventing spread of disease. following his remarks he answered number of questions from reporters on variety of topics including foreign policy and removal of confederate era statues and monuments throughout u.s. during question and answer session mr. biden said he was looking forward to facing president trump in debates. ,1
house speaker nancy pelosi gov. asa hutchinson were this week sunday june 28. this is rush transcript and may be updated. ,1
god added new photo .. ,1
iowa governor kim reynolds hosted her weekly press conference at all cultures equal inc in webster city. as of 9:00 a.m. tuesday 35.825 iowans have tested p .... ,1
assistant secretary for health admiral brett giroir dr. nahid bhadelia rep. karen bass d ca andrea mitchell robert draper and heather mcghee. ,1
north carolina governor roy cooper ncdhhs secretary dr. mandy cohen and other health leaders share update on covid-19 tuesday july 28 2020. ,1
this page no longer exists or has been removed. ,1
u.s. sen. doug jones dr. scott harris katie britt with kenneth boswell. ,1
"""How large does a meeting or event need to be in order to be a “mass gathering”?""",1
"""Does WHO recommend that all international mass gatherings be cancelled because of COVID-19?""",1
"""What factors should organizers and health authorities look at when assessing whether the risks are acceptable or not?""",1
"""What if my organization does not have the expertise to assess the risks COVID-19 poses for our planned mass gathering?""",1
"""If we go ahead with an international mass gathering, what can we do to reduce the risk of participants catching COVID-19?""",1
"""Where can I find more advice on assessing and managing health risks around international mass gatherings?""",1
"""What should be the criteria for excluding an athlete or other accredited participant from competing?""",1
"""Should event organizers arrange screening at venues beyond national government requirements for point of entry (PoE)?""",1
"""Should event organizers provide COVID-19 testing?""",1
"""Are there additional safeguards event organizers can implement or recommend to athletes/officials/visitors in the context of COVID-19?""",1
"""What are the risks arising from public transport to the venue(s)?""",1
"""What is a coronavirus?""",1
"""What is COVID-19?""",1
"""What are the symptoms of COVID-19?""",1
"""How does COVID-19 spread?""",1
"""Can the virus that causes COVID-19 be transmitted through the air?""",1
"""Can CoVID-19 be caught from a person who has no symptoms?""",1
"""Can I catch COVID-19 from the feces of someone with the disease?""",1
"""What can I do to protect myself and prevent the spread of disease?""",1
"""How likely am I to catch COVID-19?""",1
"""Should I worry about COVID-19?""",1
"""Who is at risk of developing severe illness?""",1
"""Are antibiotics effective in preventing or treating the COVID-19?""",1
"""Are there any medicines or therapies that can prevent or cure COVID-19?""",1
"""Is there a vaccine, drug or treatment for COVID-19?""",1
"""Is COVID-19 the same as SARS?""",1
"""Should I wear a mask to protect myself?""",1
"""How to put on, use, take off and dispose of a mask?""",1
"""How long is the incubation period for COVID-19?""",1
"""Can humans become infected with the COVID-19 from an animal source?""",1
"""Can I catch COVID-19 from my pet?""",1
"""How long does the virus survive on surfaces?""",1
"""Is it safe to receive a package from any area where COVID-19 has been reported?""",1
"""Is there anything I should not do?""",1
"""Is the source of the coronavirus causing COVID-19 known?""",1
"""How did the first human SARS-CoV-2 infections occur?""",1
"""Can COVID-19 be spread through coins and banknotes?""",1
"""How can I grocery shop safely in the time of COVID-19?""",1
"""How to wash fruits and vegetables in the time of COVID-19?""",1
"""Is COVID-19 airborne?""",1
"""Is contraception/ family planning safe to use during the COVID-19 pandemic?""",1
"""I want to avoid getting pregnant during the COVID-19 pandemic. What can I do?""",1
"""I can’t access my contraceptive method of choice. What do you advise?""",1
"""What is the best contraceptive method to use during the COVID-19 pandemic?""",1
"""I want to change my contraceptive method – is this possible?""",1
"""I want to remove or replace my implant or IUD – can I do this during COVID-19 pandemic?""",1
"""Why is providing contraception/ family planning, as well as family planning services and information, important during the COVID-19 pandemic?""",1
"""I am a policy maker. What can I do to make sure people can access contraception and family planning information and services?""",1
"""I am a programme manager. What can I do to help people access contraception and family planning information and services?""",1
"""How can you clean soiled bedding, towels and linens from patients with COVID-19?""",1
"""What are the recommendation regarding disinfection of vehicles, goods and products coming from China or other COVID-19 affected countries?""",1
"""What personal protective equipment (PPE) should be used by healthcare workers (HCW) performing nasopharyngeal (NP) or oropharyngeal (OP) swabs on patients with suspected or confirmed COVID-19?""",1
"""Should blood centers routinely screen blood products for COVID-19 virus?""",1
"""Are boots, impermeable aprons, or coverall suits required as routine personal protective equipment (PE) for healthcare workers (HCW) caring for patients with suspected or confirmed 2019-nCoV infection?""",1
"""Can disposable medical face masks be sterilized and reused?""",1
"""Why does WHO recommend contact and droplet precautions and not routine use of airborne precautions for healthcare workers providing care to patients with suspected/confirmed 2019-nCoV infection?""",1
"""Does WHO recommend routine wearing masks for healthy people during the 2019 nCoV outbreak?""",1
"""Can patients with suspected and confirmed nCoV infection be cohorted in the same room?""",1
"""Do patients with suspected or confirmed 2019-nCoV need to be hospitalized if they have mild illness?""",1
"""Are specialized or referral hospitals required for patients with suspected or confirmed 2019-nCoV infection when hospitalization is needed?""",1
"""What are the disinfectants recommended for environmental cleaning in healthcare facilities or homes housing patients with suspected or confirmed 2019-nCoV infection?""",1
"""How long the 2019-nCoV can survive on a dry surface?""",1
"""Is there a special procedure regarding waste produced by patients with suspected or confirmed 2019-nCoV?""",1
"""Are there special procedures for the management of bodies of persons who have died from 2019-nCoV?""",1
"""Is there a model for setting up an isolation ward and types and products and health requirements?""",1
"""Can chlorine solutions also be used?""",1
"""What is physical activity?""",1
"""Why do we need it?""",1
"""How much physical activity is recommended?""",1
"""So how do I stay safe while exercising in COVID-19?""",1
"""How do I stay active in and around the home?""",1
"""How many malaria-affected countries have reported cases of COVID-19?""",1
"""Should core malaria vector control interventions be maintained in view of the rapid global spread of COVID-19?""",1
"""Should WHO-recommended preventive therapies be maintained in sub-Saharan Africa?""",1
"""Are there any changes to WHO guidance with respect to malaria diagnosis and treatment?""",1
"""What additional special measures may be needed in the context of COVID-19?""",1
"""Why is WHO particularly concerned about the spread of COVID-19 in malaria-affected areas?""",1
"""What are the key considerations for countries that are working to eliminate malaria or prevent re-establishment of transmission?""",1
"""Have there been disruptions in the global supply of key malaria-related commodities as a result of the COVID-19 pandemic?""",1
"""What is WHO doing to support malaria-affected countries in the context of COVID-19?""",1
"""What is WHO’s position on the use of chloroquine and hydroxychloroquine in the context of the COVID-19 response?""",1
"""Are people living with HIV at increased risk of being infected with the virus that causes COVID-19?""",1
"""Can antiretrovirals be used to treat COVID-19?""",1
"""Can antiretrovirals be used to prevent COVID-19 infection?""",1
"""What studies on treatment and prevention of COVID-19 with antiretrovirals are being planned?""",1
"""What is WHO’s position on the use of antiretrovirals for the treatment of COVID-19?""",1
"""What is WHO’s position on use of corticosteroids for the treatment of COVID-19?""",1
"""If countries use antiretrovirals for COVID-19, are there concerns about treatment shortages for people living with HIV?""",1
"""How do we ensure human rights and reduce stigma and discrimination?""",1
"""How can programmes assure continued access to HIV services?""",1
"""What is the role multi-month prescriptions and dispensing for antiretrovirals and other medicines?""",1
"""Can pregnant or postpartum women living with HIV transmit the COVID-19 virus to their unborn child or infant?""",1
"""Should pregnant and breastfeeding women living with HIV with COVID-19 and their newborns be managed differently?""",1
"""Are pregnant women at higher risk from COVID-19?""",1
"""I’m pregnant. How can I protect myself against COVID-19?""",1
"""Should pregnant women be tested for COVID-19?""",1
"""Can COVID-19 be passed from a woman to her unborn or newborn baby?""",1
"""What care should be available during pregnancy and childbirth?""",1
"""Do pregnant women with suspected or confirmed COVID-19 need to give birth by caesarean section?""",1
"""Can women with COVID-19 breastfeed?""",1
"""Can I touch and hold my newborn baby if I have COVID-19?""",1
"""I have COVID-19 and am too unwell to breastfeed my baby directly. What can I do?""",1
"""How are COVID-19 and influenza viruses similar?""",1
"""How are COVID-19 and influenza viruses different?""",1
"""What medical interventions are available for COVID-19 and influenza viruses?""",1
"""How should I wash fruit and vegetables in the time of #COVID19?""",1
"""How can I grocery shop safely in the time of #COVID19?""",1
"""Can #COVID19 be spread through coins and banknotes?""",1
"""What can I do to protect myself from #coronavirus?""",1
"""Could #ibuprofen worsen disease for people with #COVID19?""",1
"""Is wearing rubber gloves while out in the public effective in preventing the new coronavirus infection?""",1
"""How should I greet another person to avoid catching the new #coronavirus?""",1
"""Should I avoid shaking hands because of the new #coronavirus?""",1
"""How are #COVID19 & influenza viruses different?""",1
"""How are #COVID19 & influenza viruses similar?""",1
"""What can I do to protect myself from #COVID19?""",1
"""Should I wear a #mask to protect myself from #2019nCoV?""",1
"""How long does #2019nCoV survive on surfaces? """,1
"""Can #2019nCoV be caught from a person who presents no symptoms? """,1
"""Can the #2019nCoV be transmitted from person to person?""",1
"""How does #2019nCoV spread? """,1
"""Who is at risk of developing severe symptoms from #2019nCoV? """,1
"""Who can catch the #2019nCoV? """,1
"""How dangerous is the #2019nCoV? """,1
"""Can regularly rinsing your nose with saline solution help prevent infection with #2019nCoV?""",1
"""Can gargling mouthwash protect you from infection with the #2019nCoV?""",1
"""Can eating garlic help prevent infection with #2019nCoV?""",1
"""Is it safe to receive a letter or a package from China?""",1
"""Do vaccines against pneumonia protect you against #2019nCoV?""",1
"""How are people appointed to the expert advisory panel of the International Health Regulations Emergency Committee?""",1
"""How are the members of an International Health Regulations Emergency Committee chosen?""",1
"""Who are the members and advisers of the International Health Regulations Emergency Committee on the new #coronavirus (2019-nCoV)?""",1
"""Who are the members of an International Health Regulations Emergency Committee?""",1
"""How does the International Health Regulations Emergency Committee work?""",1
"""What are the International Health Regulations?""",1
